Country,date,coicop,value,diff
DK,Jan-21,"Alcoholic beverages, tobacco and narcotics",0.3822445261382333,0.5441573617090445
DK,Jan-21,Clothing and footwear,-0.0424414606789661,0.5441573617090445
DK,Jan-21,Food and non-alcoholic beverages,-0.0018717640076261,0.5441573617090445
DK,Jan-21,Housing (rentals and repairs),0.2207866371265011,0.5441573617090445
DK,Jan-21,Other,0.1140504424855155,0.5441573617090445
DK,Jan-21,Transport,0.0153645000532048,0.5441573617090445
DK,Jan-21,"Water, electricity, gas and other fuels",-0.1439755194078179,0.5441573617090445
DK,Feb-21,"Alcoholic beverages, tobacco and narcotics",0.3529479955213943,0.5187267669919957
DK,Feb-21,Clothing and footwear,0.0115184027883501,0.5187267669919957
DK,Feb-21,Food and non-alcoholic beverages,-0.0010462723297498,0.5187267669919957
DK,Feb-21,Housing (rentals and repairs),0.3061907336722332,0.5187267669919957
DK,Feb-21,Other,-0.0039093846251003,0.5187267669919957
DK,Feb-21,Transport,-0.1395662165475769,0.5187267669919957
DK,Feb-21,"Water, electricity, gas and other fuels",-0.0074084914875545,0.5187267669919957
DK,Mar-21,"Alcoholic beverages, tobacco and narcotics",0.3555803734266205,0.3361241516536012
DK,Mar-21,Clothing and footwear,0.0537871314161097,0.3361241516536012
DK,Mar-21,Food and non-alcoholic beverages,0.0150952488503947,0.3361241516536012
DK,Mar-21,Housing (rentals and repairs),0.3061907336722332,0.3361241516536012
DK,Mar-21,Other,0.0022066974279575,0.3361241516536012
DK,Mar-21,Transport,-0.4274953313477424,0.3361241516536012
DK,Mar-21,"Water, electricity, gas and other fuels",0.0307592982080278,0.3361241516536012
DK,Apr-21,"Alcoholic beverages, tobacco and narcotics",0.3402665024346765,0.2345165339654285
DK,Apr-21,Clothing and footwear,0.0358930131537976,0.2345165339654285
DK,Apr-21,Food and non-alcoholic beverages,-0.0032125982870122,0.2345165339654285
DK,Apr-21,Housing (rentals and repairs),0.3061907336722332,0.2345165339654285
DK,Apr-21,Other,0.1423864614150779,0.2345165339654285
DK,Apr-21,Transport,-0.6780438077595116,0.2345165339654285
DK,Apr-21,"Water, electricity, gas and other fuels",0.091036229336166,0.2345165339654285
DK,May-21,"Alcoholic beverages, tobacco and narcotics",0.329773608819889,0.1028643715861177
DK,May-21,Clothing and footwear,-0.0167432293986328,0.1028643715861177
DK,May-21,Food and non-alcoholic beverages,0.0027609132286392,0.1028643715861177
DK,May-21,Housing (rentals and repairs),0.3061907336722332,0.1028643715861177
DK,May-21,Other,0.0721043699356942,0.1028643715861177
DK,May-21,Transport,-0.7371258672373929,0.1028643715861177
DK,May-21,"Water, electricity, gas and other fuels",0.1459038425656871,0.1028643715861177
DK,Jun-21,"Alcoholic beverages, tobacco and narcotics",0.3129272923750753,-0.0178918030985291
DK,Jun-21,Clothing and footwear,-0.0023887918594214,-0.0178918030985291
DK,Jun-21,Food and non-alcoholic beverages,0.0032706037094316,-0.0178918030985291
DK,Jun-21,Housing (rentals and repairs),0.3061907336722332,-0.0178918030985291
DK,Jun-21,Other,-0.1504873427086924,-0.0178918030985291
DK,Jun-21,Transport,-0.6738916414961239,-0.0178918030985291
DK,Jun-21,"Water, electricity, gas and other fuels",0.1864873432089686,-0.0178918030985291
DK,Jul-21,"Alcoholic beverages, tobacco and narcotics",0.2192430735881624,0.040235016229329
DK,Jul-21,Clothing and footwear,0.0135029895000105,0.040235016229329
DK,Jul-21,Food and non-alcoholic beverages,-0.0062967658202904,0.040235016229329
DK,Jul-21,Housing (rentals and repairs),0.3061907336722332,0.040235016229329
DK,Jul-21,Other,-0.1483233310168548,0.040235016229329
DK,Jul-21,Transport,-0.680293632848496,0.040235016229329
DK,Jul-21,"Water, electricity, gas and other fuels",0.3362119491545651,0.040235016229329
DK,Aug-21,"Alcoholic beverages, tobacco and narcotics",0.082285190499951,0.0502935678374498
DK,Aug-21,Clothing and footwear,0.007982804292197,0.0502935678374498
DK,Aug-21,Food and non-alcoholic beverages,-0.0074017882448392,0.0502935678374498
DK,Aug-21,Housing (rentals and repairs),0.3061907336722332,0.0502935678374498
DK,Aug-21,Other,-0.0508626089055121,0.0502935678374498
DK,Aug-21,Transport,-0.683746656265698,0.0502935678374498
DK,Aug-21,"Water, electricity, gas and other fuels",0.395845892789118,0.0502935678374498
DK,Sep-21,"Alcoholic beverages, tobacco and narcotics",0.0792285455677992,-0.1269217517430721
DK,Sep-21,Clothing and footwear,0.0179519634685596,-0.1269217517430721
DK,Sep-21,Food and non-alcoholic beverages,-0.0170269890765362,-0.1269217517430721
DK,Sep-21,Housing (rentals and repairs),0.3061907336722332,-0.1269217517430721
DK,Sep-21,Other,-0.2308855636916229,-0.1269217517430721
DK,Sep-21,Transport,-0.7126761739253166,-0.1269217517430721
DK,Sep-21,"Water, electricity, gas and other fuels",0.4302957322418104,-0.1269217517430721
DK,Oct-21,"Alcoholic beverages, tobacco and narcotics",0.0783814647558978,-0.0991344769770186
DK,Oct-21,Clothing and footwear,-7.731564984150702e-05,-0.0991344769770186
DK,Oct-21,Food and non-alcoholic beverages,-0.0148627693032591,-0.0991344769770186
DK,Oct-21,Housing (rentals and repairs),0.3061907336722332,-0.0991344769770186
DK,Oct-21,Other,-0.2493314061042883,-0.0991344769770186
DK,Oct-21,Transport,-0.9888761336490424,-0.0991344769770186
DK,Oct-21,"Water, electricity, gas and other fuels",0.7694409493012833,-0.0991344769770186
DK,Nov-21,"Alcoholic beverages, tobacco and narcotics",-0.0274471977376768,-0.1511501051816104
DK,Nov-21,Clothing and footwear,-0.0218665018999709,-0.1511501051816104
DK,Nov-21,Food and non-alcoholic beverages,-0.0231127993386654,-0.1511501051816104
DK,Nov-21,Housing (rentals and repairs),0.3061907336722332,-0.1511501051816104
DK,Nov-21,Other,-0.1652245672924799,-0.1511501051816104
DK,Nov-21,Transport,-1.163799572093003,-0.1511501051816104
DK,Nov-21,"Water, electricity, gas and other fuels",0.9441097995079524,-0.1511501051816104
DK,Dec-21,"Alcoholic beverages, tobacco and narcotics",-0.0283362139176326,0.078878892759949
DK,Dec-21,Clothing and footwear,-0.0407781430645048,0.078878892759949
DK,Dec-21,Food and non-alcoholic beverages,-0.0223575604079177,0.078878892759949
DK,Dec-21,Housing (rentals and repairs),0.3061907336722332,0.078878892759949
DK,Dec-21,Other,-0.1931824487116004,0.078878892759949
DK,Dec-21,Transport,-0.8093292374613926,0.078878892759949
DK,Dec-21,"Water, electricity, gas and other fuels",0.8666717626507654,0.078878892759949
DK,Jan-22,"Alcoholic beverages, tobacco and narcotics",-0.0258872785381196,0.6233591847415534
DK,Jan-22,Clothing and footwear,0.0075930735205122,0.6233591847415534
DK,Jan-22,Food and non-alcoholic beverages,-0.0483320214520101,0.6233591847415534
DK,Jan-22,Housing (rentals and repairs),0.3061907336722332,0.6233591847415534
DK,Jan-22,Other,-0.3912135573112163,0.6233591847415534
DK,Jan-22,Transport,-0.8289297117826242,0.6233591847415534
DK,Jan-22,"Water, electricity, gas and other fuels",1.603937946632784,0.6233591847415534
DK,Feb-22,"Alcoholic beverages, tobacco and narcotics",-0.0028587384754855,0.191308533364877
DK,Feb-22,Clothing and footwear,0.01643440311045,0.191308533364877
DK,Feb-22,Food and non-alcoholic beverages,-0.0633550864458385,0.191308533364877
DK,Feb-22,Housing (rentals and repairs),0.3885516506159351,0.191308533364877
DK,Feb-22,Other,-0.4007849301331747,0.191308533364877
DK,Feb-22,Transport,-0.9685558646837082,0.191308533364877
DK,Feb-22,"Water, electricity, gas and other fuels",1.221877099376698,0.191308533364877
DK,Mar-22,"Alcoholic beverages, tobacco and narcotics",0.0054982985390851,-0.31764380625415
DK,Mar-22,Clothing and footwear,-0.0234789471082211,-0.31764380625415
DK,Mar-22,Food and non-alcoholic beverages,-0.0763863393217993,-0.31764380625415
DK,Mar-22,Housing (rentals and repairs),0.3885516506159351,-0.31764380625415
DK,Mar-22,Other,-0.5821638680533635,-0.31764380625415
DK,Mar-22,Transport,-1.269812620130043,-0.31764380625415
DK,Mar-22,"Water, electricity, gas and other fuels",1.240148019204256,-0.31764380625415
DK,Apr-22,"Alcoholic beverages, tobacco and narcotics",0.1044672486599415,0.1279039554725205
DK,Apr-22,Clothing and footwear,-0.0321178413060931,0.1279039554725205
DK,Apr-22,Food and non-alcoholic beverages,-0.0876941653769978,0.1279039554725205
DK,Apr-22,Housing (rentals and repairs),0.3885516506159351,0.1279039554725205
DK,Apr-22,Other,-0.8559060567272185,0.1279039554725205
DK,Apr-22,Transport,-1.341857419765794,0.1279039554725205
DK,Apr-22,"Water, electricity, gas and other fuels",1.952460539372751,0.1279039554725205
DK,May-22,"Alcoholic beverages, tobacco and narcotics",0.1002565552037074,-0.3780020773320523
DK,May-22,Clothing and footwear,-0.0317166713972133,-0.3780020773320523
DK,May-22,Food and non-alcoholic beverages,-0.1187056839282475,-0.3780020773320523
DK,May-22,Housing (rentals and repairs),0.4748964618639235,-0.3780020773320523
DK,May-22,Other,-0.9143301845739904,-0.3780020773320523
DK,May-22,Transport,-1.57348437244039,-0.3780020773320523
DK,May-22,"Water, electricity, gas and other fuels",1.68508181794016,-0.3780020773320523
DK,Jun-22,"Alcoholic beverages, tobacco and narcotics",0.096650492549799,-0.903679231063677
DK,Jun-22,Clothing and footwear,-0.0296346550108677,-0.903679231063677
DK,Jun-22,Food and non-alcoholic beverages,-0.1533305798891783,-0.903679231063677
DK,Jun-22,Housing (rentals and repairs),0.4748964618639235,-0.903679231063677
DK,Jun-22,Other,-1.02197225280816,-0.903679231063677
DK,Jun-22,Transport,-1.86603164367891,-0.903679231063677
DK,Jun-22,"Water, electricity, gas and other fuels",1.595742945909716,-0.903679231063677
DK,Jul-22,"Alcoholic beverages, tobacco and narcotics",0.0974141523103746,-0.6044529753131389
DK,Jul-22,Clothing and footwear,-0.0752151782942677,-0.6044529753131389
DK,Jul-22,Food and non-alcoholic beverages,-0.1766605938453222,-0.6044529753131389
DK,Jul-22,Housing (rentals and repairs),0.4748964618639235,-0.6044529753131389
DK,Jul-22,Other,-0.975239659084682,-0.6044529753131389
DK,Jul-22,Transport,-1.575555856266947,-0.6044529753131389
DK,Jul-22,"Water, electricity, gas and other fuels",1.625907698003778,-0.6044529753131389
DK,Aug-22,"Alcoholic beverages, tobacco and narcotics",0.1001371720475645,-0.4996317884844945
DK,Aug-22,Clothing and footwear,-0.0660616826691929,-0.4996317884844945
DK,Aug-22,Food and non-alcoholic beverages,-0.1881594291066041,-0.4996317884844945
DK,Aug-22,Housing (rentals and repairs),0.539655070299911,-0.4996317884844945
DK,Aug-22,Other,-1.20804579396197,-0.4996317884844945
DK,Aug-22,Transport,-1.378610255529749,-0.4996317884844945
DK,Aug-22,"Water, electricity, gas and other fuels",1.701453130435546,-0.4996317884844945
DK,Sep-22,"Alcoholic beverages, tobacco and narcotics",0.0978384834597486,0.889681818767432
DK,Sep-22,Clothing and footwear,-0.0795826275647761,0.889681818767432
DK,Sep-22,Food and non-alcoholic beverages,-0.1793964521880613,0.889681818767432
DK,Sep-22,Housing (rentals and repairs),0.539655070299911,0.889681818767432
DK,Sep-22,Other,-0.9218828338992688,0.889681818767432
DK,Sep-22,Transport,-1.314507551459993,0.889681818767432
DK,Sep-22,"Water, electricity, gas and other fuels",2.747557730119866,0.889681818767432
DK,Oct-22,"Alcoholic beverages, tobacco and narcotics",0.0942897415010326,0.6278246147892972
DK,Oct-22,Clothing and footwear,-0.0769384878742256,0.6278246147892972
DK,Oct-22,Food and non-alcoholic beverages,-0.1857455504136368,0.6278246147892972
DK,Oct-22,Housing (rentals and repairs),0.539655070299911,0.6278246147892972
DK,Oct-22,Other,-0.9201277864998104,0.6278246147892972
DK,Oct-22,Transport,-1.306331921184982,0.6278246147892972
DK,Oct-22,"Water, electricity, gas and other fuels",2.483023548961004,0.6278246147892972
DK,Nov-22,"Alcoholic beverages, tobacco and narcotics",0.0988524917780063,0.2310452683058202
DK,Nov-22,Clothing and footwear,-0.0571433627970984,0.2310452683058202
DK,Nov-22,Food and non-alcoholic beverages,-0.1798349782560667,0.2310452683058202
DK,Nov-22,Housing (rentals and repairs),0.6475860843598901,0.2310452683058202
DK,Nov-22,Other,-1.022414298770947,0.2310452683058202
DK,Nov-22,Transport,-0.9825767312054016,0.2310452683058202
DK,Nov-22,"Water, electricity, gas and other fuels",1.726576063197442,0.2310452683058202
DK,Dec-22,"Alcoholic beverages, tobacco and narcotics",0.0998542633644081,-0.1214547089924309
DK,Dec-22,Clothing and footwear,-0.0648931542093557,-0.1214547089924309
DK,Dec-22,Food and non-alcoholic beverages,-0.1754877305921895,-0.1214547089924309
DK,Dec-22,Housing (rentals and repairs),0.6475860843598901,-0.1214547089924309
DK,Dec-22,Other,-1.001575952220263,-0.1214547089924309
DK,Dec-22,Transport,-1.033698841133084,-0.1214547089924309
DK,Dec-22,"Water, electricity, gas and other fuels",1.40676062143817,-0.1214547089924309
DK,Jan-23,"Alcoholic beverages, tobacco and narcotics",0.0955186066066598,-0.9881808238668004
DK,Jan-23,Clothing and footwear,-0.0790119381206671,-0.9881808238668004
DK,Jan-23,Food and non-alcoholic beverages,-0.1677104456136771,-0.9881808238668004
DK,Jan-23,Housing (rentals and repairs),0.6475860843598901,-0.9881808238668004
DK,Jan-23,Other,-1.043928594587921,-0.9881808238668004
DK,Jan-23,Transport,-1.000179052885179,-0.9881808238668004
DK,Jan-23,"Water, electricity, gas and other fuels",0.5595445163740936,-0.9881808238668004
DK,Feb-23,"Alcoholic beverages, tobacco and narcotics",0.0920846131918814,-0.7479784032553338
DK,Feb-23,Clothing and footwear,-0.0913641878620422,-0.7479784032553338
DK,Feb-23,Food and non-alcoholic beverages,-0.1724618032197477,-0.7479784032553338
DK,Feb-23,Housing (rentals and repairs),0.679393176620345,-0.7479784032553338
DK,Feb-23,Other,-1.020764441488571,-0.7479784032553338
DK,Feb-23,Transport,-0.7410215436218064,-0.7479784032553338
DK,Feb-23,"Water, electricity, gas and other fuels",0.5061557831246074,-0.7479784032553338
DK,Mar-23,"Alcoholic beverages, tobacco and narcotics",0.0885041608984175,-0.3678613050613615
DK,Mar-23,Clothing and footwear,-0.0632083980124652,-0.3678613050613615
DK,Mar-23,Food and non-alcoholic beverages,-0.180742722742018,-0.3678613050613615
DK,Mar-23,Housing (rentals and repairs),0.679393176620345,-0.3678613050613615
DK,Mar-23,Other,-0.8836553196029061,-0.3678613050613615
DK,Mar-23,Transport,-0.3659436702838698,-0.3678613050613615
DK,Mar-23,"Water, electricity, gas and other fuels",0.3577914680611329,-0.3678613050613615
DK,Apr-23,"Alcoholic beverages, tobacco and narcotics",-0.0033120794770161,-0.971568858349797
DK,Apr-23,Clothing and footwear,-0.0631827417085865,-0.971568858349797
DK,Apr-23,Food and non-alcoholic beverages,-0.144406891124576,-0.971568858349797
DK,Apr-23,Housing (rentals and repairs),0.679393176620345,-0.971568858349797
DK,Apr-23,Other,-0.819681171213285,-0.971568858349797
DK,Apr-23,Transport,-0.2781849312085306,-0.971568858349797
DK,Apr-23,"Water, electricity, gas and other fuels",-0.342194220238148,-0.971568858349797
DK,May-23,"Alcoholic beverages, tobacco and narcotics",-0.0039001637394281,-1.142082585984644
DK,May-23,Clothing and footwear,-0.041842343440041,-1.142082585984644
DK,May-23,Food and non-alcoholic beverages,-0.1194138573946015,-1.142082585984644
DK,May-23,Housing (rentals and repairs),0.6346107711942116,-1.142082585984644
DK,May-23,Other,-0.7334179030545188,-1.142082585984644
DK,May-23,Transport,0.1369113462325984,-1.142082585984644
DK,May-23,"Water, electricity, gas and other fuels",-1.015030435782863,-1.142082585984644
DK,Jun-23,"Alcoholic beverages, tobacco and narcotics",-0.0022171512405242,-0.8845129133277603
DK,Jun-23,Clothing and footwear,-0.0348736385306237,-0.8845129133277603
DK,Jun-23,Food and non-alcoholic beverages,-0.0963697609731752,-0.8845129133277603
DK,Jun-23,Housing (rentals and repairs),0.6346107711942116,-0.8845129133277603
DK,Jun-23,Other,-0.7092291997358727,-0.8845129133277603
DK,Jun-23,Transport,0.4079262047445484,-0.8845129133277603
DK,Jun-23,"Water, electricity, gas and other fuels",-1.084360138786324,-0.8845129133277603
DK,Jul-23,"Alcoholic beverages, tobacco and narcotics",-0.001747646774097,-0.7843340005171344
DK,Jul-23,Clothing and footwear,-0.0092983058592409,-0.7843340005171344
DK,Jul-23,Food and non-alcoholic beverages,-0.0668646914229803,-0.7843340005171344
DK,Jul-23,Housing (rentals and repairs),0.6346107711942116,-0.7843340005171344
DK,Jul-23,Other,-0.8822590329643312,-0.7843340005171344
DK,Jul-23,Transport,0.3666577088211519,-0.7843340005171344
DK,Jul-23,"Water, electricity, gas and other fuels",-0.8254328035118479,-0.7843340005171344
DK,Aug-23,"Alcoholic beverages, tobacco and narcotics",-0.0025379367170369,-1.043275260605106
DK,Aug-23,Clothing and footwear,-0.003810751998333,-1.043275260605106
DK,Aug-23,Food and non-alcoholic beverages,-0.0491547093774689,-1.043275260605106
DK,Aug-23,Housing (rentals and repairs),0.6328815865315555,-1.043275260605106
DK,Aug-23,Other,-0.6899600969894132,-1.043275260605106
DK,Aug-23,Transport,0.0046286285278553,-1.043275260605106
DK,Aug-23,"Water, electricity, gas and other fuels",-0.9353219805822643,-1.043275260605106
DK,Sep-23,"Alcoholic beverages, tobacco and narcotics",-0.0004010077340584,-1.36766986327834
DK,Sep-23,Clothing and footwear,0.0035715637827805,-1.36766986327834
DK,Sep-23,Food and non-alcoholic beverages,-0.0520933766250533,-1.36766986327834
DK,Sep-23,Housing (rentals and repairs),0.6328815865315555,-1.36766986327834
DK,Sep-23,Other,-0.5740596275002751,-1.36766986327834
DK,Sep-23,Transport,-0.014756332497364,-1.36766986327834
DK,Sep-23,"Water, electricity, gas and other fuels",-1.362812669235926,-1.36766986327834
DK,Oct-23,"Alcoholic beverages, tobacco and narcotics",0.0073440028378038,-1.218490367402159
DK,Oct-23,Clothing and footwear,-0.0030640865013343,-1.218490367402159
DK,Oct-23,Food and non-alcoholic beverages,-0.0387138962971249,-1.218490367402159
DK,Oct-23,Housing (rentals and repairs),0.6328815865315555,-1.218490367402159
DK,Oct-23,Other,-0.63961012336827,-1.218490367402159
DK,Oct-23,Transport,0.2643592628348248,-1.218490367402159
DK,Oct-23,"Water, electricity, gas and other fuels",-1.441687113439613,-1.218490367402159
DK,Nov-23,"Alcoholic beverages, tobacco and narcotics",0.0044801885969489,-0.943736116053394
DK,Nov-23,Clothing and footwear,0.003088772016734,-0.943736116053394
DK,Nov-23,Food and non-alcoholic beverages,-0.0322133985367656,-0.943736116053394
DK,Nov-23,Housing (rentals and repairs),0.5880190943217277,-0.943736116053394
DK,Nov-23,Other,-0.53858238209798,-0.943736116053394
DK,Nov-23,Transport,0.1749284263148453,-0.943736116053394
DK,Nov-23,"Water, electricity, gas and other fuels",-1.143456816668904,-0.943736116053394
DK,Dec-23,"Alcoholic beverages, tobacco and narcotics",0.0085106224091793,-0.8333433126349818
DK,Dec-23,Clothing and footwear,-0.004091296337188,-0.8333433126349818
DK,Dec-23,Food and non-alcoholic beverages,-0.019412592970065,-0.8333433126349818
DK,Dec-23,Housing (rentals and repairs),0.5880190943217277,-0.8333433126349818
DK,Dec-23,Other,-0.6082562203041316,-0.8333433126349818
DK,Dec-23,Transport,0.1491915041836678,-0.8333433126349818
DK,Dec-23,"Water, electricity, gas and other fuels",-0.9473044239381716,-0.8333433126349818
EE,Jan-19,"Alcoholic beverages, tobacco and narcotics",0.0505055156228209,0.5730221964333722
EE,Jan-19,Clothing and footwear,-0.0326253984145543,0.5730221964333722
EE,Jan-19,Food and non-alcoholic beverages,0.1967399015772327,0.5730221964333722
EE,Jan-19,Housing (rentals and repairs),0.0499151656315251,0.5730221964333722
EE,Jan-19,Other,-0.885317534567145,0.5730221964333722
EE,Jan-19,Transport,0.2870365173549613,0.5730221964333722
EE,Jan-19,"Water, electricity, gas and other fuels",0.9067680292285316,0.5730221964333722
EE,Feb-19,"Alcoholic beverages, tobacco and narcotics",0.066263642285811,0.5217425998638336
EE,Feb-19,Clothing and footwear,0.0092016524785661,0.5217425998638336
EE,Feb-19,Food and non-alcoholic beverages,0.1908182675096286,0.5217425998638336
EE,Feb-19,Housing (rentals and repairs),0.105499640947463,0.5217425998638336
EE,Feb-19,Other,-0.5790173748581566,0.5217425998638336
EE,Feb-19,Transport,0.2537564228947802,0.5217425998638336
EE,Feb-19,"Water, electricity, gas and other fuels",0.4752203486057415,0.5217425998638336
EE,Mar-19,"Alcoholic beverages, tobacco and narcotics",0.0609843040630868,0.0262411305935708
EE,Mar-19,Clothing and footwear,0.014561245251553,0.0262411305935708
EE,Mar-19,Food and non-alcoholic beverages,0.2495418127757388,0.0262411305935708
EE,Mar-19,Housing (rentals and repairs),0.1054217422263754,0.0262411305935708
EE,Mar-19,Other,-0.8084351243591763,0.0262411305935708
EE,Mar-19,Transport,0.1178655251632234,0.0262411305935708
EE,Mar-19,"Water, electricity, gas and other fuels",0.2863016254727687,0.0262411305935708
EE,Apr-19,"Alcoholic beverages, tobacco and narcotics",0.0750845001205547,0.059808287757467
EE,Apr-19,Clothing and footwear,-0.0027615717346821,0.059808287757467
EE,Apr-19,Food and non-alcoholic beverages,0.4286171041068645,0.059808287757467
EE,Apr-19,Housing (rentals and repairs),0.0827741763144065,0.059808287757467
EE,Apr-19,Other,-0.8924333790252384,0.059808287757467
EE,Apr-19,Transport,-0.0929990192925312,0.059808287757467
EE,Apr-19,"Water, electricity, gas and other fuels",0.4615264772680917,0.059808287757467
EE,May-19,"Alcoholic beverages, tobacco and narcotics",0.0926674406682197,0.1483678101763202
EE,May-19,Clothing and footwear,0.0133157163755275,0.1483678101763202
EE,May-19,Food and non-alcoholic beverages,0.3969042326994351,0.1483678101763202
EE,May-19,Housing (rentals and repairs),0.1033692785603383,0.1483678101763202
EE,May-19,Other,-0.9559426826309516,0.1483678101763202
EE,May-19,Transport,-0.0069316599996916,0.1483678101763202
EE,May-19,"Water, electricity, gas and other fuels",0.5049854845034418,0.1483678101763202
EE,Jun-19,"Alcoholic beverages, tobacco and narcotics",0.0794056938446383,-0.1134952089455088
EE,Jun-19,Clothing and footwear,0.0007723455479982,-0.1134952089455088
EE,Jun-19,Food and non-alcoholic beverages,0.3527726345881924,-0.1134952089455088
EE,Jun-19,Housing (rentals and repairs),0.0909285976016588,-0.1134952089455088
EE,Jun-19,Other,-0.9102361591175562,-0.1134952089455088
EE,Jun-19,Transport,0.0811122194885227,-0.1134952089455088
EE,Jun-19,"Water, electricity, gas and other fuels",0.1917494591010362,-0.1134952089455088
EE,Jul-19,"Alcoholic beverages, tobacco and narcotics",0.0959575495507969,-0.0244027702582552
EE,Jul-19,Clothing and footwear,-0.0251861351307331,-0.0244027702582552
EE,Jul-19,Food and non-alcoholic beverages,0.4897409553577222,-0.0244027702582552
EE,Jul-19,Housing (rentals and repairs),0.0433387408043232,-0.0244027702582552
EE,Jul-19,Other,-0.7292554658665836,-0.0244027702582552
EE,Jul-19,Transport,0.0532725939917889,-0.0244027702582552
EE,Jul-19,"Water, electricity, gas and other fuels",0.04772899103443,-0.0244027702582552
EE,Aug-19,"Alcoholic beverages, tobacco and narcotics",0.1044976593826871,0.2778259743562237
EE,Aug-19,Clothing and footwear,-0.0034776489375545,0.2778259743562237
EE,Aug-19,Food and non-alcoholic beverages,0.5177593632167641,0.2778259743562237
EE,Aug-19,Housing (rentals and repairs),0.1533958235446894,0.2778259743562237
EE,Aug-19,Other,-0.5208107180614607,0.2778259743562237
EE,Aug-19,Transport,-0.0066069841015669,0.2778259743562237
EE,Aug-19,"Water, electricity, gas and other fuels",0.0330684793126653,0.2778259743562237
EE,Sep-19,"Alcoholic beverages, tobacco and narcotics",0.1057217878363039,-0.299351476398162
EE,Sep-19,Clothing and footwear,-0.0225247752503624,-0.299351476398162
EE,Sep-19,Food and non-alcoholic beverages,0.3453383945635979,-0.299351476398162
EE,Sep-19,Housing (rentals and repairs),0.027415698605888,-0.299351476398162
EE,Sep-19,Other,-0.8176943826319673,-0.299351476398162
EE,Sep-19,Transport,-0.0038640663818763,-0.299351476398162
EE,Sep-19,"Water, electricity, gas and other fuels",0.066255866860255,-0.299351476398162
EE,Oct-19,"Alcoholic beverages, tobacco and narcotics",0.1097102706650624,-0.3293918107329428
EE,Oct-19,Clothing and footwear,-0.0248030390099409,-0.3293918107329428
EE,Oct-19,Food and non-alcoholic beverages,0.2477346050761865,-0.3293918107329428
EE,Oct-19,Housing (rentals and repairs),0.09830224804965,-0.3293918107329428
EE,Oct-19,Other,-0.8762349781682144,-0.3293918107329428
EE,Oct-19,Transport,0.0713017446830029,-0.3293918107329428
EE,Oct-19,"Water, electricity, gas and other fuels",0.0445973379713114,-0.3293918107329428
EE,Nov-19,"Alcoholic beverages, tobacco and narcotics",0.1125753911721006,-0.6488221732381607
EE,Nov-19,Clothing and footwear,-0.0096599091003585,-0.6488221732381607
EE,Nov-19,Food and non-alcoholic beverages,0.3186474638146801,-0.6488221732381607
EE,Nov-19,Housing (rentals and repairs),0.0746613240354655,-0.6488221732381607
EE,Nov-19,Other,-0.916232883934009,-0.6488221732381607
EE,Nov-19,Transport,-0.0901970461442456,-0.6488221732381607
EE,Nov-19,"Water, electricity, gas and other fuels",-0.1386165130817927,-0.6488221732381607
EE,Dec-19,"Alcoholic beverages, tobacco and narcotics",0.113386026128504,-0.5169129558005869
EE,Dec-19,Clothing and footwear,-0.0084995541270191,-0.5169129558005869
EE,Dec-19,Food and non-alcoholic beverages,0.3101638859060609,-0.5169129558005869
EE,Dec-19,Housing (rentals and repairs),0.0885181177148827,-0.5169129558005869
EE,Dec-19,Other,-0.4978711765227308,-0.5169129558005869
EE,Dec-19,Transport,-0.1475811261917691,-0.5169129558005869
EE,Dec-19,"Water, electricity, gas and other fuels",-0.3750291287085156,-0.5169129558005869
EE,Jan-20,"Alcoholic beverages, tobacco and narcotics",0.1181664604215158,-0.937153510231564
EE,Jan-20,Clothing and footwear,0.0342777123994336,-0.937153510231564
EE,Jan-20,Food and non-alcoholic beverages,0.2936036915369978,-0.937153510231564
EE,Jan-20,Housing (rentals and repairs),0.1171499264333001,-0.937153510231564
EE,Jan-20,Other,-0.6752559239132903,-0.937153510231564
EE,Jan-20,Transport,-0.2239105711002289,-0.937153510231564
EE,Jan-20,"Water, electricity, gas and other fuels",-0.6011848060092926,-0.937153510231564
EE,Feb-20,"Alcoholic beverages, tobacco and narcotics",0.1227211114016241,-0.6703788161147632
EE,Feb-20,Clothing and footwear,-0.0299317196111259,-0.6703788161147632
EE,Feb-20,Food and non-alcoholic beverages,0.4131289394402595,-0.6703788161147632
EE,Feb-20,Housing (rentals and repairs),0.0726682388438736,-0.6703788161147632
EE,Feb-20,Other,-0.6749552717120297,-0.6703788161147632
EE,Feb-20,Transport,-0.1615051223349919,-0.6703788161147632
EE,Feb-20,"Water, electricity, gas and other fuels",-0.4125049921423717,-0.6703788161147632
EE,Mar-20,"Alcoholic beverages, tobacco and narcotics",0.1531952475991871,-0.4540026378164012
EE,Mar-20,Clothing and footwear,-0.0335527763148398,-0.4540026378164012
EE,Mar-20,Food and non-alcoholic beverages,0.2246608526969874,-0.4540026378164012
EE,Mar-20,Housing (rentals and repairs),0.0566185054067887,-0.4540026378164012
EE,Mar-20,Other,-0.4235798245419554,-0.4540026378164012
EE,Mar-20,Transport,-0.019196280219352,-0.4540026378164012
EE,Mar-20,"Water, electricity, gas and other fuels",-0.4121483624432173,-0.4540026378164012
EE,Apr-20,"Alcoholic beverages, tobacco and narcotics",0.1112103032223596,0.2890382993947392
EE,Apr-20,Clothing and footwear,-0.0021901045043389,0.2890382993947392
EE,Apr-20,Food and non-alcoholic beverages,0.3050898213599647,0.2890382993947392
